squad,players_used,avg_age,possession,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,gk_pens_save_pct,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,season_start_year,season_end_year
Southampton,26.0,26.0,54.4,38.0,418.0,3420.0,38.0,39.0,27.0,66.0,36.0,3.0,6.0,0.0,1.0,1.03,0.71,1.74,0.95,1.66,38.0,38.0,3420.0,48.0,1.26,130.0,82.0,67.7,12.0,10.0,16.0,14.0,36.8,9.0,6.0,1.0,2.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,179.0,32.6,14.45,4.71,0.07,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,426.0,415.0,75.0,5.0,9.0,0.0,2016,2017
Stoke City,26.0,28.7,46.3,38.0,418.0,3420.0,38.0,37.0,24.0,61.0,33.0,4.0,6.0,0.0,1.0,0.97,0.63,1.61,0.87,1.5,38.0,38.0,3420.0,56.0,1.47,180.0,124.0,69.4,11.0,11.0,16.0,11.0,28.9,2.0,1.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,135.0,31.7,11.21,3.55,0.08,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,434.0,440.0,87.0,5.0,2.0,5.0,2016,2017
Sunderland,31.0,26.8,39.7,38.0,418.0,3420.0,38.0,28.0,11.0,39.0,23.0,5.0,5.0,0.0,3.0,0.74,0.29,1.03,0.61,0.89,38.0,38.0,3420.0,69.0,1.82,248.0,179.0,73.8,6.0,6.0,26.0,6.0,15.8,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0,122.0,31.4,10.21,3.21,0.06,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,437.0,392.0,80.0,3.0,4.0,2.0,2016,2017
Swansea City,27.0,27.4,47.9,38.0,418.0,3420.0,38.0,45.0,31.0,76.0,42.0,3.0,3.0,0.0,0.0,1.18,0.82,2.0,1.11,1.92,38.0,38.0,3420.0,70.0,1.84,179.0,109.0,64.2,12.0,5.0,21.0,8.0,21.1,8.0,6.0,1.0,1.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.0,145.0,36.0,10.61,3.82,0.1,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,425.0,50.0,3.0,10.0,5.0,2016,2017
Tottenham,24.0,25.3,60.5,38.0,418.0,3420.0,38.0,84.0,59.0,143.0,77.0,7.0,9.0,0.0,0.0,2.21,1.55,3.76,2.03,3.58,38.0,38.0,3420.0,26.0,0.68,110.0,84.0,78.2,26.0,8.0,4.0,17.0,44.7,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,257.0,38.4,17.63,6.76,0.11,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,463.0,74.0,9.0,2.0,1.0,2016,2017
Watford,33.0,29.0,46.1,38.0,418.0,3420.0,38.0,39.0,27.0,66.0,36.0,3.0,3.0,0.0,3.0,1.03,0.71,1.74,0.95,1.66,38.0,38.0,3420.0,68.0,1.79,187.0,119.0,65.2,11.0,7.0,20.0,7.0,18.4,4.0,3.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,143.0,33.7,11.16,3.76,0.08,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,514.0,417.0,63.0,3.0,4.0,2.0,2016,2017
West Brom,23.0,29.4,37.3,38.0,418.0,3420.0,38.0,43.0,33.0,76.0,42.0,1.0,1.0,0.0,0.0,1.13,0.87,2.0,1.11,1.97,38.0,38.0,3420.0,51.0,1.34,160.0,109.0,70.0,12.0,9.0,17.0,6.0,15.8,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.0,124.0,31.1,10.5,3.26,0.11,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,343.0,61.0,0.0,3.0,1.0,2016,2017
West Ham,29.0,27.1,47.1,38.0,418.0,3420.0,38.0,46.0,28.0,74.0,43.0,3.0,4.0,0.0,4.0,1.21,0.74,1.95,1.13,1.87,38.0,38.0,3420.0,64.0,1.68,182.0,118.0,67.6,12.0,9.0,17.0,10.0,26.3,8.0,5.0,1.0,2.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,136.0,27.3,13.11,3.58,0.09,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,408.0,461.0,80.0,4.0,8.0,0.0,2016,2017
Arsenal,30.0,26.8,61.4,38.0,418.0,3420.0,38.0,73.0,61.0,134.0,69.0,4.0,5.0,0.0,0.0,1.92,1.61,3.53,1.82,3.42,38.0,38.0,3420.0,51.0,1.34,147.0,94.0,68.7,19.0,6.0,13.0,13.0,34.2,6.0,5.0,1.0,0.0,16.7,0.0,6.0,0.0,48.4,0.29,-2.6,-0.07,164.0,460.0,35.7,925.0,250.0,32.9,29.3,253.0,61.7,47.3,508.0,39.0,7.7,59.0,1.55,13.1,589.0,223.0,37.9,15.5,5.87,0.12,0.31,17.9,20878.0,25193.0,82.9,353044.0,121329.0,9800.0,10957.0,89.4,8683.0,9926.0,87.5,1749.0,2912.0,60.1,7.7,444.0,1658.0,478.0,49.0,23347.0,1757.0,432.0,117.0,151.0,572.0,758.0,225.0,132.0,49.0,4.0,89.0,413.0,1079.0,28.39,830.0,53.0,70.0,65.0,53.0,8.0,131.0,3.45,95.0,8.0,7.0,12.0,7.0,2.0,623.0,425.0,312.0,227.0,84.0,218.0,581.0,37.5,363.0,372.0,103.0,269.0,427.0,1050.0,879.0,33.0,29146.0,2201.0,7494.0,13560.0,8306.0,1104.0,29141.0,547.0,383.0,70.0,164.0,30.0,18631.0,95357.0,50346.0,805.0,214.0,540.0,412.0,20745.0,0.0,383.0,377.0,89.0,5.0,6.0,0.0,2017,2018
Bournemouth,22.0,26.9,48.1,38.0,418.0,3420.0,38.0,45.0,36.0,81.0,42.0,3.0,3.0,0.0,0.0,1.18,0.95,2.13,1.11,2.05,38.0,38.0,3420.0,61.0,1.61,170.0,109.0,65.3,11.0,11.0,16.0,6.0,15.8,3.0,2.0,1.0,0.0,33.3,2.0,7.0,1.0,54.8,0.31,-5.2,-0.14,223.0,647.0,34.5,832.0,215.0,45.7,38.9,328.0,81.4,55.5,611.0,35.0,5.7,18.0,0.47,10.2,462.0,153.0,33.1,12.16,4.03,0.09,0.27,18.3,13450.0,17962.0,74.9,251392.0,100287.0,5626.0,6838.0,82.3,5928.0,7241.0,81.9,1638.0,3176.0,51.6,6.9,348.0,1220.0,291.0,67.0,15874.0,2036.0,534.0,37.0,112.0,707.0,857.0,218.0,104.0,65.0,1.0,52.0,412.0,809.0,21.29,582.0,78.0,53.0,42.0,39.0,15.0,83.0,2.18,53.0,8.0,5.0,8.0,7.0,2.0,509.0,324.0,272.0,187.0,50.0,198.0,525.0,37.7,327.0,453.0,160.0,293.0,367.0,876.0,1129.0,25.0,22240.0,2420.0,7636.0,9472.0,5366.0,780.0,22237.0,638.0,343.0,53.8,291.0,45.6,11197.0,66091.0,33018.0,474.0,169.0,564.0,419.0,13346.0,1.0,339.0,411.0,52.0,2.0,3.0,1.0,2017,2018
Brighton,24.0,27.5,43.7,38.0,418.0,3420.0,38.0,33.0,25.0,58.0,28.0,5.0,7.0,0.0,0.0,0.87,0.66,1.53,0.74,1.39,38.0,38.0,3420.0,54.0,1.42,172.0,121.0,69.2,9.0,13.0,16.0,10.0,26.3,3.0,1.0,2.0,0.0,66.7,1.0,15.0,5.0,48.8,0.28,-0.2,-0.01,345.0,875.0,39.4,823.0,122.0,66.5,44.5,352.0,93.2,57.9,623.0,38.0,6.1,17.0,0.45,10.2,377.0,110.0,29.2,9.92,2.89,0.07,0.25,18.3,11838.0,16372.0,72.3,227791.0,89034.0,4898.0,5881.0,83.3,4601.0,5764.0,79.8,1872.0,3610.0,51.9,-1.2,283.0,885.0,193.0,65.0,14549.0,1725.0,322.0,32.0,203.0,680.0,797.0,163.0,89.0,59.0,5.0,98.0,355.0,684.0,18.0,489.0,73.0,46.0,37.0,31.0,8.0,60.0,1.58,43.0,3.0,4.0,4.0,6.0,0.0,599.0,380.0,360.0,205.0,34.0,205.0,642.0,31.9,437.0,430.0,190.0,240.0,449.0,1048.0,1182.0,18.0,20478.0,2530.0,7473.0,8781.0,4463.0,594.0,20471.0,487.0,299.0,61.4,188.0,38.6,10099.0,57499.0,29182.0,375.0,113.0,496.0,296.0,11749.0,0.0,413.0,277.0,98.0,7.0,3.0,5.0,2017,2018
Burnley,24.0,27.5,43.7,38.0,418.0,3420.0,38.0,35.0,26.0,61.0,35.0,0.0,0.0,0.0,0.0,0.92,0.68,1.61,0.92,1.61,38.0,38.0,3420.0,39.0,1.03,160.0,121.0,77.5,14.0,12.0,12.0,12.0,31.6,5.0,3.0,1.0,1.0,25.0,0.0,4.0,1.0,47.3,0.28,9.3,0.25,382.0,1074.0,35.6,1004.0,140.0,76.5,52.1,329.0,93.0,66.1,662.0,59.0,8.9,40.0,1.05,12.5,378.0,126.0,33.3,9.95,3.32,0.09,0.28,17.0,10524.0,15340.0,68.6,209049.0,89786.0,4349.0,5306.0,82.0,4168.0,5417.0,76.9,1695.0,3719.0,45.6,2.4,278.0,974.0,213.0,89.0,13382.0,1858.0,463.0,19.0,107.0,707.0,822.0,167.0,69.0,66.0,14.0,100.0,313.0,664.0,17.47,441.0,88.0,36.0,43.0,48.0,8.0,58.0,1.53,37.0,4.0,4.0,11.0,2.0,0.0,533.0,355.0,272.0,217.0,44.0,204.0,553.0,36.9,349.0,457.0,191.0,266.0,400.0,933.0,1300.0,8.0,19452.0,2376.0,6334.0,8960.0,4332.0,589.0,19452.0,345.0,218.0,63.2,127.0,36.8,8853.0,45635.0,22260.0,329.0,88.0,489.0,345.0,10419.0,0.0,350.0,422.0,100.0,0.0,5.0,1.0,2017,2018
Chelsea,26.0,26.7,55.6,38.0,418.0,3420.0,38.0,60.0,42.0,102.0,57.0,3.0,3.0,0.0,0.0,1.58,1.11,2.68,1.5,2.61,38.0,38.0,3420.0,38.0,1.0,117.0,81.0,69.2,21.0,7.0,10.0,16.0,42.1,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,35.1,0.29,-0.9,-0.02,169.0,468.0,36.1,1034.0,226.0,32.0,33.8,263.0,52.1,45.7,479.0,27.0,5.6,29.0,0.76,13.2,603.0,210.0,34.8,15.87,5.53,0.09,0.27,17.9,18967.0,23101.0,82.1,329238.0,111578.0,8564.0,9566.0,89.5,7753.0,8910.0,87.0,1892.0,3091.0,61.2,0.5,482.0,1431.0,398.0,74.0,21232.0,1761.0,445.0,69.0,203.0,755.0,748.0,230.0,54.0,76.0,7.0,108.0,405.0,1114.0,29.32,838.0,83.0,81.0,54.0,46.0,12.0,110.0,2.89,84.0,7.0,8.0,3.0,8.0,0.0,636.0,426.0,321.0,251.0,64.0,208.0,550.0,37.8,342.0,365.0,107.0,258.0,424.0,1060.0,842.0,24.0,27165.0,2307.0,8084.0,12055.0,7334.0,988.0,27162.0,734.0,513.0,69.9,221.0,30.1,16479.0,93989.0,51657.0,699.0,238.0,533.0,414.0,18823.0,2.0,363.0,405.0,108.0,3.0,2.0,2.0,2017,2018
Crystal Palace,28.0,27.1,45.2,38.0,418.0,3420.0,38.0,44.0,26.0,70.0,36.0,8.0,10.0,0.0,0.0,1.16,0.68,1.84,0.95,1.63,38.0,38.0,3420.0,55.0,1.45,170.0,117.0,68.8,11.0,11.0,16.0,9.0,23.7,2.0,2.0,0.0,0.0,0.0,1.0,11.0,2.0,51.5,0.3,-1.5,-0.04,312.0,826.0,37.8,777.0,110.0,68.5,47.3,316.0,93.0,62.8,612.0,37.0,6.0,32.0,0.84,13.4,466.0,134.0,28.8,12.26,3.53,0.08,0.27,17.8,11809.0,16114.0,73.3,208774.0,89985.0,5714.0,6694.0,85.4,4344.0,5524.0,78.6,1358.0,2967.0,45.8,-7.3,331.0,1037.0,273.0,58.0,14109.0,1949.0,456.0,30.0,83.0,703.0,874.0,210.0,85.0,37.0,68.0,56.0,361.0,834.0,21.95,528.0,83.0,90.0,56.0,60.0,17.0,78.0,2.05,50.0,3.0,7.0,9.0,9.0,0.0,686.0,447.0,393.0,237.0,56.0,260.0,666.0,39.0,406.0,466.0,117.0,349.0,552.0,1238.0,1110.0,22.0,20777.0,2192.0,6612.0,9120.0,5293.0,811.0,20767.0,718.0,479.0,66.7,239.0,33.3,11461.0,62001.0,31023.0,526.0,213.0,618.0,482.0,11715.0,0.0,425.0,404.0,56.0,9.0,2.0,2.0,2017,2018
Everton,30.0,26.7,45.5,38.0,418.0,3420.0,38.0,42.0,26.0,68.0,37.0,5.0,8.0,0.0,0.0,1.11,0.68,1.79,0.97,1.66,38.0,38.0,3420.0,58.0,1.53,178.0,119.0,69.1,13.0,10.0,15.0,10.0,26.3,5.0,3.0,1.0,1.0,25.0,0.0,6.0,0.0,56.1,0.3,-1.9,-0.05,322.0,945.0,34.1,984.0,162.0,64.0,47.8,340.0,92.6,67.2,591.0,27.0,4.6,51.0,1.34,14.9,351.0,110.0,31.3,9.24,2.89,0.11,0.34,17.6,11953.0,16472.0,72.6,221336.0,88831.0,5380.0,6360.0,84.6,4511.0,5598.0,80.6,1579.0,3385.0,46.6,1.3,263.0,1044.0,211.0,70.0,14537.0,1853.0,417.0,25.0,114.0,629.0,850.0,150.0,70.0,62.0,7.0,82.0,397.0,629.0,16.55,454.0,59.0,31.0,31.0,42.0,12.0,71.0,1.87,41.0,4.0,8.0,9.0,5.0,4.0,644.0,447.0,360.0,206.0,78.0,223.0,612.0,36.4,389.0,426.0,160.0,266.0,514.0,1158.0,1308.0,22.0,20994.0,2427.0,7086.0,9205.0,4900.0,608.0,20986.0,461.0,264.0,57.3,197.0,42.7,10177.0,52954.0,26650.0,352.0,105.0,616.0,381.0,11850.0,2.0,460.0,364.0,82.0,8.0,5.0,0.0,2017,2018
Huddersfield,25.0,26.4,45.7,38.0,418.0,3420.0,38.0,25.0,19.0,44.0,23.0,2.0,2.0,0.0,0.0,0.66,0.5,1.16,0.61,1.11,38.0,38.0,3420.0,58.0,1.53,158.0,99.0,65.8,9.0,10.0,19.0,10.0,26.3,6.0,4.0,2.0,0.0,33.3,0.0,6.0,1.0,51.7,0.3,-5.3,-0.14,360.0,891.0,40.4,1083.0,103.0,59.4,45.2,304.0,81.6,57.9,493.0,31.0,6.3,55.0,1.45,14.4,360.0,106.0,29.4,9.47,2.79,0.06,0.22,18.8,12036.0,16822.0,71.5,222821.0,88700.0,5283.0,6357.0,83.1,4787.0,6127.0,78.1,1549.0,3270.0,47.4,-4.7,260.0,937.0,180.0,77.0,14785.0,1970.0,478.0,26.0,82.0,765.0,927.0,165.0,101.0,32.0,6.0,67.0,415.0,621.0,16.34,443.0,52.0,39.0,35.0,36.0,16.0,45.0,1.18,29.0,4.0,6.0,3.0,3.0,0.0,743.0,502.0,354.0,306.0,83.0,249.0,630.0,39.5,381.0,453.0,118.0,335.0,518.0,1261.0,1129.0,22.0,21340.0,2267.0,7032.0,9501.0,5064.0,533.0,21338.0,491.0,276.0,56.2,215.0,43.8,10213.0,60650.0,29381.0,495.0,127.0,546.0,416.0,11895.0,2.0,397.0,363.0,67.0,2.0,6.0,1.0,2017,2018
Leicester City,27.0,27.2,48.0,38.0,418.0,3420.0,38.0,53.0,38.0,91.0,48.0,5.0,6.0,0.0,0.0,1.39,1.0,2.39,1.26,2.26,38.0,38.0,3420.0,60.0,1.58,164.0,104.0,64.6,12.0,11.0,15.0,9.0,23.7,4.0,2.0,2.0,0.0,50.0,3.0,11.0,2.0,50.5,0.29,-7.5,-0.2,338.0,875.0,38.6,973.0,134.0,60.4,43.8,307.0,93.5,63.3,563.0,28.0,5.0,66.0,1.74,16.3,417.0,137.0,32.9,10.97,3.61,0.12,0.35,17.6,12357.0,17124.0,72.2,226357.0,89044.0,5532.0,6632.0,83.4,4543.0,5830.0,77.9,1720.0,3430.0,50.1,3.1,297.0,1010.0,225.0,72.0,15046.0,1986.0,424.0,63.0,170.0,744.0,954.0,203.0,137.0,28.0,0.0,92.0,370.0,731.0,19.24,495.0,83.0,63.0,45.0,38.0,7.0,94.0,2.47,68.0,8.0,6.0,5.0,7.0,0.0,630.0,417.0,332.0,249.0,49.0,208.0,616.0,33.8,408.0,465.0,130.0,335.0,414.0,1044.0,1007.0,17.0,21322.0,2209.0,6497.0,10115.0,4964.0,673.0,21316.0,718.0,422.0,58.8,294.0,40.9,10418.0,64343.0,32440.0,471.0,151.0,516.0,358.0,12216.0,4.0,364.0,357.0,92.0,6.0,4.0,2.0,2017,2018
Liverpool,27.0,25.6,60.3,38.0,418.0,3420.0,38.0,82.0,58.0,140.0,80.0,2.0,3.0,0.0,0.0,2.16,1.53,3.68,2.11,3.63,38.0,38.0,3420.0,38.0,1.0,104.0,64.0,67.3,21.0,12.0,5.0,17.0,44.7,6.0,4.0,2.0,0.0,33.3,0.0,5.0,0.0,36.4,0.3,-1.6,-0.04,130.0,435.0,29.9,1023.0,208.0,33.2,32.6,204.0,46.6,42.8,393.0,25.0,6.4,67.0,1.76,17.5,635.0,226.0,35.6,16.71,5.95,0.13,0.35,17.7,20367.0,24900.0,81.8,367077.0,125520.0,8322.0,9359.0,88.9,9546.0,10936.0,87.3,1998.0,3478.0,57.4,5.3,488.0,1763.0,464.0,67.0,23034.0,1796.0,391.0,106.0,146.0,764.0,896.0,230.0,122.0,69.0,1.0,70.0,382.0,1139.0,29.97,859.0,71.0,98.0,58.0,36.0,17.0,144.0,3.79,98.0,5.0,27.0,8.0,5.0,1.0,637.0,450.0,265.0,285.0,87.0,196.0,521.0,37.6,325.0,388.0,71.0,317.0,379.0,1016.0,788.0,12.0,28759.0,1843.0,6993.0,14748.0,7291.0,1064.0,28756.0,652.0,440.0,67.5,210.0,32.2,16418.0,88873.0,48496.0,690.0,235.0,574.0,447.0,20236.0,0.0,344.0,305.0,70.0,3.0,6.0,0.0,2017,2018
Manchester City,25.0,26.4,71.0,38.0,418.0,3420.0,38.0,103.0,85.0,188.0,97.0,6.0,8.0,0.0,0.0,2.71,2.24,4.95,2.55,4.79,38.0,38.0,3420.0,27.0,0.71,85.0,58.0,68.2,32.0,4.0,2.0,18.0,47.4,2.0,0.0,2.0,0.0,100.0,1.0,1.0,2.0,25.5,0.28,0.5,0.01,114.0,239.0,47.7,996.0,183.0,15.0,26.2,170.0,52.9,45.7,286.0,21.0,7.3,90.0,2.37,18.8,656.0,254.0,38.7,17.26,6.68,0.15,0.38,17.8,26164.0,29961.0,87.3,421270.0,127277.0,13122.0,14165.0,92.6,10259.0,11378.0,90.2,1810.0,2720.0,66.5,27.1,498.0,2026.0,525.0,44.0,28178.0,1716.0,418.0,118.0,213.0,691.0,779.0,284.0,17.0,141.0,2.0,67.0,404.0,1209.0,31.82,943.0,73.0,76.0,52.0,52.0,13.0,193.0,5.08,150.0,8.0,16.0,7.0,10.0,2.0,563.0,381.0,257.0,215.0,91.0,195.0,561.0,34.8,366.0,328.0,53.0,275.0,346.0,909.0,620.0,19.0,33628.0,1767.0,6970.0,17205.0,9719.0,1255.0,33620.0,732.0,503.0,68.7,228.0,31.1,21785.0,117099.0,66804.0,973.0,331.0,553.0,406.0,26023.0,2.0,344.0,354.0,67.0,8.0,2.0,2.0,2017,2018
